age,income,loan_amount,credit_score,dpd,missed_payment_count,previous_ptp_count,collection_attempts,recent_payment_amount,days_since_last_payment,outstanding_amount,emi_amount,previous_ptp_kept_count,successful_contacts,ptp_kept_rate,contact_success_rate,outstanding_to_income,emi_to_income,payment_to_outstanding,dpd_bucket,behavior_stress_score,will_pay,ptp_kept,recovery_success
46,70046.0,99407.0,657.7098772873838,45,5,5,10,2106.0,91,87279.58685657091,4982.255529776474,2,2,0.4,0.2,0.1038360349586592,0.07112833751786646,0.024129353447339883,1,0.6241666666666668,0,1,0
52,81224.0,649896.0,597.9005801301143,45,2,2,6,4476.0,135,270777.96836219897,22448.57904498916,2,3,1.0,0.5,0.2778098923575534,0.2763786447969709,0.016530148398235994,1,0.4041666666666667,0,1,0
55,118260.0,311225.0,654.0874692565951,90,1,6,11,17701.0,61,97076.48910038735,7493.040690946666,5,4,0.8333333333333334,0.36363636363636365,0.06840611724194384,0.06336073643621398,0.1823407517519025,3,0.4325252525252526,1,0,0
69,59745.0,882978.0,657.5332899498559,15,5,0,7,15938.0,44,217577.84045894974,31023.053113637925,0,5,0.0,0.7142857142857143,0.3034812403533765,0.5192577305822734,0.07325194498842823,0,0.47218253968253976,1,0,0
60,43706.0,777331.0,636.8354002052873,120,5,4,7,26571.0,106,631927.954118111,24476.48041044559,0,5,0.0,0.7142857142857143,1.2048840626727662,0.5600256351632634,0.04204751479475415,4,0.7785714285714287,0,0,0
51,45530.0,738746.0,744.8669115343158,30,4,0,7,25415.0,23,119088.66094792796,16380.503657526198,0,0,0.0,0.0,0.2179673858773116,0.35977385586484073,0.21341242564741592,1,0.49277777777777776,1,0,1
64,170021.0,1473938.0,546.7968906534682,30,6,6,2,1753.0,129,1224238.5964223093,35044.09845593926,5,2,0.8333333333333334,1.0,0.6000428360919677,0.20611629419859465,0.0014319104177265222,1,0.4833333333333334,0,1,1
44,172419.0,820901.0,540.9940706502321,30,0,2,10,17522.0,176,161166.6873314176,21774.94342949483,0,8,0.0,0.8,0.07789487978481567,0.1262908579071612,0.10871973786970235,1,0.42833333333333334,0,1,1
69,53867.0,645968.0,680.2300049114365,180,2,0,4,12198.0,87,461540.5952111662,23957.63139220697,0,1,0.0,0.25,0.714012591523515,0.4447552563203255,0.026428877820420357,6,0.835,0,0,1
58,49657.0,147590.0,686.7289032574614,30,4,5,7,14471.0,5,54643.45786767526,2704.4353910253344,1,0,0.2,0.0,0.09170150208375331,0.054462319331118156,0.264825846765463,1,0.4227777777777777,0,0,1
52,26779.0,469932.0,708.2950595213281,60,0,6,10,1944.0,48,158569.41586945314,8719.032703975758,3,4,0.5,0.4,0.4934507632518427,0.32559216938555424,0.012259615067261484,2,0.35833333333333334,1,1,0
65,173419.0,1351061.0,642.2718544204635,180,6,6,1,25166.0,5,384986.9191352616,38194.286689689725,4,0,0.6666666666666666,0.0,0.1849984330510025,0.2202428032089317,0.06536845474263545,6,0.7111111111111111,1,0,0
46,132396.0,704922.0,615.7453336435368,0,4,3,3,4956.0,82,176855.3250797817,30517.22635528449,3,3,1.0,1.0,0.11131713765256107,0.23049960992238805,0.02802290515009534,0,0.3155555555555556,0,1,1
56,141255.0,1370097.0,679.4878707113537,45,2,0,11,28417.0,55,273575.4968847277,74166.37106324875,0,1,0.0,0.09090909090909091,0.1613957599640884,0.5250530675958285,0.10387260673412442,1,0.5172979797979799,0,0,0
34,65072.0,822309.0,649.0895305256403,90,1,1,4,27939.0,139,218967.27520087478,12729.451198078079,1,1,1.0,0.25,0.2804166605207498,0.19562102283744282,0.12759440868216268,3,0.48333333333333334,1,0,1
68,121833.0,844686.0,788.5749983258986,180,0,0,7,24629.0,151,499511.8146351208,45523.19117774499,0,5,0.0,0.7142857142857143,0.34166428268963855,0.3736523862807695,0.04930614107294096,6,0.7285714285714286,1,0,0
51,27689.0,673318.0,657.3040925052366,0,4,0,6,3529.0,78,388678.8473947307,28576.734221110528,0,6,0.0,1.0,1.1697751435429555,1.0320608985918787,0.009079475314014328,0,0.45666666666666667,1,0,1
59,127515.0,857005.0,676.2770393798046,90,6,1,10,12252.0,176,309212.56269532617,43741.05001728728,0,6,0.0,0.6,0.20207594053988823,0.34302670287642456,0.039623228413498066,3,0.765,0,0,0
43,111904.0,146693.0,850.0,120,0,3,6,715.0,80,96804.38341840715,5347.478309486762,1,0,0.3333333333333333,0.0,0.0720888614485088,0.047786301736191396,0.007386029172972804,4,0.611111111111111,1,0,0
63,71698.0,133456.0,666.3667841288519,30,2,5,5,18350.0,21,97052.10823617356,4473.121078128565,4,4,0.8,0.8,0.11280197057585702,0.06238836617658185,0.1890736876662771,1,0.22166666666666665,1,1,0
24,133096.0,739872.0,718.9309805639364,90,4,4,0,25926.0,163,654883.7982082847,34334.7867639788,4,0,1.0,0.0,0.4100322312518061,0.2579700874855653,0.039588702714789537,3,0.6083333333333333,0,1,0
26,122721.0,917028.0,725.2416603370447,45,3,1,5,15799.0,71,440014.78270144935,33970.78449895028,1,0,1.0,0.0,0.2987907412623277,0.276813133033061,0.0359056118592262,1,0.4452777777777778,0,1,1
45,89117.0,848757.0,731.198115060275,60,4,4,7,692.0,159,365764.8679244213,43197.164827068766,4,0,1.0,0.0,0.34202683730790356,0.48472418087535224,0.0018919258263562623,2,0.55,1,1,1
56,48244.0,672270.0,700.2641085787876,30,4,1,8,9099.0,132,591517.6972786372,34099.234408128024,1,6,1.0,0.75,1.0217465682755666,0.7068077773013851,0.015382464534639059,1,0.4166666666666667,1,0,0
60,21817.0,476336.0,693.5688556087357,5,6,3,9,5106.0,169,408036.2817275526,17252.041673392476,1,3,0.3333333333333333,0.3333333333333333,1.558556331177341,0.7907614096068422,0.012513593101040206,0,0.5763888888888888,0,0,0
42,169908.0,1078113.0,687.0234002885982,120,4,6,9,13059.0,116,911232.8505223455,40915.01974566013,5,0,0.8333333333333334,0.0,0.4469246349604617,0.2408069057705354,0.01433113390558099,4,0.6916666666666667,0,0,0
52,63580.0,926831.0,639.6804268436358,5,4,0,5,11154.0,106,562205.7794836209,30818.071376288382,0,2,0.0,0.4,0.7368745143698502,0.48471329626122023,0.019839710666519315,0,0.5530555555555556,1,0,1
48,66890.0,118331.0,702.7863161987488,5,2,6,0,24878.0,42,72572.26502931828,5038.090001509458,0,0,0.0,0.0,0.090412449580553,0.07531903126789442,0.34280313546710445,0,0.4197222222222222,0,0,0
68,128332.0,705955.0,822.0052086197214,120,1,1,3,6633.0,50,597227.4438038913,29857.83339168223,1,1,1.0,0.3333333333333333,0.3878140576810482,0.23266085926878902,0.011106321500821798,4,0.4444444444444444,0,1,1
53,59340.0,1080787.0,764.7477336274491,180,0,4,4,9014.0,59,551054.7121350325,44337.911983036334,4,3,1.0,0.75,0.7738662961114376,0.7471842262055332,0.016357722384907538,6,0.5061111111111111,0,1,0
41,78872.0,1187051.0,701.2742615557246,60,0,1,11,7126.0,55,368112.19449361163,20766.266153005923,1,11,1.0,1.0,0.3889341744573609,0.2632907261513075,0.019358228568881784,2,0.23888888888888887,0,1,1
68,133208.0,465996.0,739.9080858674193,60,5,1,9,26686.0,106,414244.36777154374,24950.967851870853,1,1,1.0,0.1111111111111111,0.2591463274049755,0.18730832871802636,0.06442091209002837,2,0.5722222222222222,1,0,0
26,114450.0,1391209.0,619.1576863888544,30,0,3,10,8835.0,156,1087302.5883008395,39543.84971552102,2,7,0.6666666666666666,0.7,0.7916867542601133,0.3455120114942859,0.008125612957297123,1,0.3383333333333334,1,0,0
69,124344.0,994972.0,661.7641492060197,60,3,2,11,29742.0,6,191074.7645664138,24723.72466001725,0,7,0.0,0.6363636363636364,0.12805521012032064,0.19883327430368375,0.15565634775209822,2,0.4163636363636364,1,0,0
28,18756.0,684624.0,746.3494890928839,60,4,3,1,19988.0,111,160440.79224357547,16048.939867545307,0,1,0.0,1.0,0.7128420782841733,0.8556696453159153,0.1245817832266431,2,0.6,1,0,0
35,91110.0,959332.0,784.1017035420734,45,4,1,0,9203.0,136,778582.464607879,17048.619139103972,1,0,1.0,0.0,0.7121267923461375,0.1871212725178792,0.011820199424392313,1,0.5208333333333334,0,1,1
61,94993.0,1313711.0,626.0393679533236,60,0,6,6,17822.0,79,493712.3097317223,43722.37002564618,0,2,0.0,0.3333333333333333,0.43311288703002876,0.4602693885406944,0.03609794539999271,2,0.5088888888888888,0,0,1
56,120456.0,378920.0,646.148818340379,45,6,4,3,3682.0,49,254743.8780962561,6313.817119207433,3,0,0.75,0.0,0.17623577495534754,0.05241596200444505,0.014453733010254087,1,0.5338888888888889,1,1,0
68,42536.0,268033.0,832.6963055714975,120,3,5,10,27114.0,77,63890.064531636024,5745.603773955794,1,9,0.2,0.9,0.1251686111600292,0.13507625949679786,0.42438523421077684,4,0.6344444444444445,1,0,1
57,43837.0,688655.0,686.7382874838281,90,0,5,5,28715.0,149,191377.39958287243,10475.135836452933,0,0,0.0,0.0,0.3638049280723142,0.2389564942047342,0.15004384040428714,3,0.625,0,0,1
52,141513.0,171690.0,807.6353380890265,30,0,5,0,8810.0,164,121990.04265842328,3774.991315359088,3,0,0.6,0.0,0.07183677039001321,0.026675933061691064,0.07221900909296616,1,0.41833333333333333,0,0,0
37,127079.0,1261668.0,694.4800122093055,60,6,0,2,5131.0,123,1115905.9381308844,69151.79538673315,0,1,0.0,0.5,0.7317665508141159,0.544163830268834,0.004598057797411044,2,0.7166666666666667,1,0,0
21,149411.0,1457140.0,697.2326197627805,15,6,4,4,12854.0,87,767401.470018458,53416.055250653524,1,3,0.25,0.75,0.428014821542846,0.35751086098515855,0.016750033068989076,0,0.56,0,0,0
27,61838.0,928107.0,658.6156378638071,5,5,6,0,23143.0,116,169089.12152847333,16414.44814265964,3,0,0.5,0.0,0.2278657156986445,0.26544273978232863,0.13686865122250277,0,0.5513888888888889,0,1,0
35,179611.0,1470782.0,745.978859905716,120,2,0,3,18804.0,121,479089.24335592147,55251.20546742789,0,0,0.0,0.0,0.22228094945740215,0.30761593369798,0.03924947232854124,4,0.75,0,0,1
23,62199.0,149670.0,775.04442852128,60,6,3,6,1173.0,138,46326.714404071885,5841.867336025464,3,2,1.0,0.3333333333333333,0.062067871407460846,0.09392220672399017,0.025320163864176373,2,0.5833333333333333,1,0,0
45,123455.0,967189.0,607.5498438901393,0,1,1,10,249.0,26,823517.0914707672,35698.05036928507,1,1,1.0,0.1,0.5558820970331748,0.28915840078802046,0.00030236166629559125,0,0.1811111111111111,1,1,1
59,44273.0,692217.0,655.3284613445694,30,1,5,7,7066.0,13,321439.6121075155,19686.31894144209,5,6,1.0,0.8571428571428571,0.6050331882251702,0.444657442265988,0.02198235604402284,1,0.13484126984126985,1,1,0
68,166797.0,452180.0,744.0554967061954,180,5,6,1,22632.0,62,389216.01605392917,18670.35354795427,2,0,0.3333333333333333,0.0,0.19445594347916387,0.11193458843956587,0.05814765854050606,6,0.8544444444444443,1,0,1
44,71845.0,502068.0,670.9315953550971,60,2,0,4,7804.0,46,398987.64476532897,10395.000495430244,0,3,0.0,0.75,0.46278753423496066,0.14468648473004725,0.019559502912903603,2,0.4605555555555556,0,0,0
63,148001.0,840510.0,645.4630172026752,120,3,5,9,26832.0,110,410256.9688479324,19989.44392021162,2,2,0.4,0.2222222222222222,0.23099898471853367,0.13506289768455362,0.06540291094956552,4,0.701111111111111,0,1,1
69,71662.0,980386.0,750.6679507708582,45,4,2,4,8917.0,93,165337.2280804428,53714.19652916138,2,3,1.0,0.75,0.1922651103797954,0.7495492245424547,0.05393219726449958,1,0.44583333333333336,1,1,0
63,146117.0,287813.0,757.2417243298758,0,1,6,6,26777.0,165,253192.8057962434,9101.65827933477,0,5,0.0,0.8333333333333334,0.14440072327669118,0.06229020770570686,0.10575734928878176,0,0.39999999999999997,1,1,0
43,91576.0,941117.0,648.5250536529503,5,6,0,11,27579.0,139,148276.34725241907,19680.331806246915,0,0,0.0,0.0,0.13493013749273744,0.21490709144586917,0.1859972983624336,0,0.6597222222222222,1,0,0
36,28123.0,1393485.0,694.8656569591562,0,1,1,1,21835.0,26,1103775.641666245,32999.14120577232,1,1,1.0,1.0,3.27067892729037,1.1733862392266943,0.019782099890370997,0,0.09111111111111111,0,1,0
68,48847.0,65077.0,595.4067642867037,90,6,5,5,5259.0,152,29930.46601804663,2861.128791137121,2,3,0.4,0.6,0.05106159030245227,0.05857327555708889,0.17570725416801317,3,0.705,1,0,0
32,128717.0,1323620.0,617.316336266491,90,1,5,7,2156.0,138,497656.89929723035,26009.142696299343,2,0,0.4,0.0,0.32219060632837304,0.20206455010837218,0.00433230203990864,3,0.5983333333333333,1,0,0
41,49267.0,931158.0,688.6915662493366,45,2,0,9,5209.0,68,424817.9846000797,27151.797558822655,0,2,0.0,0.2222222222222222,0.7185641243971281,0.5511153014963902,0.012261721934639164,1,0.5330555555555556,0,0,1
24,62601.0,546218.0,682.198475130589,90,1,1,10,18985.0,10,228145.46908488878,15368.31369689152,1,9,1.0,0.9,0.3037031744499406,0.24549629713409563,0.08321445118393311,3,0.24055555555555555,1,1,0
59,105761.0,1115531.0,612.3186735788556,45,3,2,3,20750.0,142,743880.0746847097,26905.76590429203,0,1,0.0,0.3333333333333333,0.586132943369728,0.2544015838001913,0.027894281223750747,1,0.6041666666666666,1,0,0
52,58993.0,945791.0,629.8818252692097,90,0,0,5,29563.0,34,548125.9398170834,32226.427672205085,0,0,0.0,0.0,0.7742810443853274,0.5462754508535773,0.05393468517447933,3,0.5005555555555555,0,0,0
25,38878.0,1164658.0,605.4468941031108,90,1,5,9,28569.0,39,399103.41932635295,22600.32545957812,1,6,0.2,0.6666666666666666,0.8554611419619342,0.5813139940217635,0.0715829497232112,3,0.4483333333333333,1,0,0
31,119136.0,167868.0,711.8541899839247,45,3,4,10,9236.0,84,91593.12224006219,5583.740525708926,0,8,0.0,0.8,0.06406762176564472,0.04686862514864462,0.10083726566054584,1,0.5441666666666667,1,0,0
48,129601.0,135514.0,542.265256231567,60,4,5,9,11678.0,14,61484.40480929346,2209.530526192781,3,4,0.6,0.4444444444444444,0.039534420265078626,0.017048715103994423,0.1899343424763031,2,0.39666666666666667,1,1,0
47,136753.0,980920.0,609.1895939307863,15,6,3,8,23168.0,71,824448.2440190994,52786.91179637338,2,1,0.6666666666666666,0.125,0.5023949773308443,0.38600185587426517,0.02810121820025768,0,0.5244444444444445,1,0,1
60,170919.0,490304.0,549.5940916517375,90,5,4,3,23193.0,44,401697.9907094237,19217.442116667073,0,0,0.0,0.0,0.19585202674435637,0.1124359615763436,0.05773740605234225,3,0.6894444444444444,0,0,0
34,38168.0,395492.0,709.3314422700587,180,6,4,4,9410.0,9,242440.32655831877,7119.965964223491,0,1,0.0,0.25,0.529327199395477,0.1865428097941598,0.0388136748270566,6,0.7950000000000002,1,0,0
66,87140.0,660846.0,553.8086514961709,5,5,4,7,931.0,162,577596.4916558734,14954.285029803565,4,3,1.0,0.42857142857142855,0.5523644821129536,0.17161217615106225,0.0016118518956563905,0,0.43353174603174605,1,1,1
42,55907.0,1101561.0,682.2210438974878,90,5,3,3,2895.0,46,475153.1446824802,48973.181148459575,1,3,0.3333333333333333,1.0,0.7082493317510631,0.8759758375240949,0.006092772472198571,3,0.5438888888888889,1,0,0
61,163979.0,310668.0,794.7666811023196,0,2,4,8,24721.0,97,67097.36227683717,13752.29852861394,4,6,1.0,0.75,0.03409855442711016,0.08386621779992523,0.3684347515481095,0,0.2916666666666667,1,0,1
32,105446.0,1461132.0,797.1403786889631,30,6,4,6,10456.0,147,271389.52953433036,43248.53718123353,3,1,0.75,0.16666666666666666,0.21447749680273184,0.41014867497328994,0.03852764702433861,1,0.5791666666666667,0,1,0
22,33927.0,660064.0,553.5864701574825,90,6,4,5,21701.0,86,511604.99639529374,13820.083682754404,3,4,0.75,0.8,1.2566318772543346,0.4073476488564979,0.042417490354673223,3,0.6236111111111111,0,1,0
23,130127.0,268340.0,700.8886721141669,15,3,6,4,24027.0,52,117430.4052528831,9777.529069698428,2,0,0.3333333333333333,0.0,0.07520243381010032,0.07513835767902456,0.2046062938151199,0,0.44472222222222224,1,0,1
39,24959.0,153137.0,610.7720092533682,15,0,2,9,26898.0,133,121775.36040117685,3990.120890752782,0,1,0.0,0.1111111111111111,0.4065846668575692,0.15986701753887503,0.22088212189549025,0,0.46805555555555556,0,0,0
67,62415.0,1293031.0,596.480477500282,30,0,6,5,14763.0,124,638823.7659875804,24402.52428721655,5,4,0.8333333333333334,0.8,0.8529249993158434,0.39097211066597054,0.02310965995007614,1,0.30333333333333334,1,0,1
23,134861.0,214165.0,672.0571031926949,5,3,0,3,19123.0,1,33919.49604701318,6176.5061103665985,0,3,0.0,1.0,0.02095954108737464,0.045799053175985635,0.5637760647591903,0,0.2619444444444444,1,0,1
39,99972.0,657496.0,765.9803809853188,60,4,3,4,5867.0,147,359312.55939625105,29613.950598453437,2,3,0.6666666666666666,0.75,0.29951099590906377,0.29622244827005,0.016328402240818565,2,0.525,0,0,1
26,141285.0,1019607.0,721.9761211954251,5,3,3,5,28240.0,21,607593.6408578871,29737.452361197902,2,2,0.6666666666666666,0.4,0.3583735244705661,0.21047848222527446,0.04647843246042989,0,0.2663888888888889,1,0,1
66,110532.0,793989.0,629.9401350061984,15,6,6,7,26496.0,132,387968.1604290191,13204.996121482458,2,7,0.3333333333333333,1.0,0.2925006336242137,0.11946763038289779,0.06829426407234156,0,0.5291666666666667,0,0,1
54,154575.0,430730.0,729.3523798187002,15,3,0,11,11695.0,17,335334.37865001615,8535.298905089394,0,4,0.0,0.36363636363636365,0.1807829956601521,0.05521784832663364,0.034875636810879775,0,0.38058080808080813,0,1,1
58,109135.0,206495.0,522.9404167682825,180,4,1,4,11017.0,11,130712.5985533375,8023.1241046269115,1,3,1.0,0.75,0.09980956197472358,0.07351559174075147,0.08428414798520353,6,0.5327777777777778,0,0,0
55,27204.0,1081538.0,627.2937941096732,180,5,3,2,21975.0,21,458090.20814007294,38812.1942105121,1,2,0.3333333333333333,1.0,1.4032562862693996,1.426709094637263,0.0479709009481394,6,0.6633333333333332,0,1,0
53,29544.0,760918.0,622.3275918709124,0,6,5,11,12423.0,133,524464.0943252124,31954.377328198538,5,0,1.0,0.0,1.479330530522871,1.0815860184199342,0.023687036223106403,0,0.5,1,1,0
58,143858.0,119757.0,685.4824484217252,5,4,3,1,21766.0,81,46670.50977394847,4535.199061160296,2,1,0.6666666666666666,1.0,0.027035056429458488,0.03152552559579791,0.4663758785885344,0,0.37305555555555553,1,0,0
21,24253.0,312737.0,665.8020425438,90,3,4,10,2709.0,108,243594.20387519908,10911.128268289247,1,7,0.25,0.7,0.8369899389601255,0.4498877775239866,0.011120954262885112,3,0.6175,0,0,0
63,78999.0,865919.0,670.0970234466081,15,0,1,1,8058.0,50,311798.1898840912,29445.407968603475,1,0,1.0,0.0,0.32890520753858826,0.3727314012658828,0.025843639448309516,0,0.24027777777777778,1,0,1
57,20608.0,294158.0,667.7696328925703,60,4,6,4,23411.0,21,191190.43628020832,15726.130527729905,0,4,0.0,1.0,0.7731238527117638,0.7631080419123595,0.12244859343115304,2,0.44666666666666666,1,0,0
57,67140.0,617600.0,681.5685068692361,180,1,5,11,27617.0,141,284910.63407082256,30566.01702749658,4,4,0.8,0.36363636363636365,0.3536275370752936,0.45525792415097677,0.09693214888263882,6,0.6769696969696969,1,0,0
40,114412.0,230557.0,717.8091676870756,5,2,0,1,780.0,149,52079.93441430928,6989.367885388628,0,0,0.0,0.0,0.03793303617213031,0.06108946513817281,0.014976977386240528,0,0.5263888888888889,0,0,0
60,46029.0,1205608.0,690.4531718271668,180,3,4,1,23375.0,151,750224.0260309732,49597.3285608628,2,1,0.5,1.0,1.358245211408339,1.0775234865163874,0.031157359920428566,6,0.7249999999999999,1,1,0
39,93508.0,964093.0,660.0953728376809,0,0,0,7,2078.0,11,421588.56958507927,15249.359967694403,0,1,0.0,0.14285714285714285,0.3757152414633679,0.1630808055748642,0.0049289761390948865,0,0.26015873015873014,1,0,0
23,179354.0,1186729.0,708.1223795863348,15,4,3,2,25990.0,166,742533.4260417449,18795.45116204516,0,1,0.0,0.5,0.3450036548026737,0.10479527170871661,0.03500179128439513,0,0.5625000000000001,1,0,0
65,29420.0,126053.0,737.8286480556935,45,1,4,0,7599.0,97,69950.29946895594,3497.074184266335,4,0,1.0,0.0,0.19813703679174013,0.11886723943801275,0.10863427401583103,1,0.4208333333333333,1,0,1
32,28313.0,594561.0,641.0781876494159,120,3,6,8,10877.0,35,107732.27928897772,26868.615946515725,4,6,0.6666666666666666,0.75,0.3170872016652472,0.9489851286163856,0.10096324028218018,4,0.4861111111111111,1,0,0
25,61942.0,438043.0,675.8418088529127,45,2,0,11,21511.0,35,133048.42662739963,22786.27091000454,0,1,0.0,0.09090909090909091,0.17899597826380542,0.3678646299765028,0.16167797354147803,1,0.47285353535353536,1,0,0
51,151975.0,952935.0,761.333459413261,5,2,2,9,25237.0,90,643532.0733173062,40327.28935588832,0,7,0.0,0.7777777777777778,0.35287167479152615,0.26535475805815645,0.03921638259598663,0,0.4486111111111111,1,1,1
32,83739.0,1241168.0,602.806752591285,15,2,4,11,12436.0,108,621504.7946097107,53687.43977409503,1,5,0.25,0.45454545454545453,0.618493965983304,0.6411282648956285,0.02000949969792187,0,0.4628787878787879,0,0,1
63,121598.0,379945.0,806.329153737916,90,0,1,6,9449.0,8,189916.29036395886,6187.303615836966,0,2,0.0,0.3333333333333333,0.1301531072084237,0.05088326794714523,0.04975349919636579,3,0.4094444444444444,1,0,1
42,23487.0,1166115.0,586.2591517682297,60,1,4,7,29399.0,89,177015.03274661477,60878.635022565664,3,0,0.75,0.0,0.6280603197038602,2.592014093863229,0.16608193973041097,2,0.4852777777777778,1,0,0
21,137083.0,891589.0,655.8244772156685,0,5,1,11,28932.0,43,336217.00644532795,16469.197762271033,1,8,1.0,0.7272727272727273,0.20438773495213847,0.12014033660097191,0.08605156623659552,0,0.2894949494949495,0,1,0
67,28922.0,1244884.0,613.4867002186792,45,0,1,6,15720.0,165,811788.1996032716,65824.89257831426,0,1,0.0,0.16666666666666666,2.339015857603415,2.2759453903019935,0.01936465694830562,1,0.5208333333333334,1,0,1
46,133298.0,167833.0,833.1548897808564,30,3,3,0,718.0,110,136824.3539558103,3468.8147274584167,3,0,1.0,0.0,0.08553788876290361,0.026023006552674584,0.005247603801819448,1,0.45833333333333337,0,0,1
33,41962.0,1486837.0,644.7654979806994,0,0,4,2,29070.0,66,863116.7569228266,24288.048360915265,3,0,0.75,0.0,1.7140840858451827,0.5788105514731249,0.033680263726590144,0,0.2841666666666667,0,1,0
54,157066.0,680176.0,644.9411190430027,15,3,1,7,18575.0,76,377826.8724039809,25536.79846298101,0,2,0.0,0.2857142857142857,0.20046077891034175,0.16258641884928,0.049162728637626385,0,0.5194841269841269,1,0,0
46,65973.0,456118.0,654.0475882042057,180,4,6,10,16585.0,150,229306.97209296783,8915.25190530681,6,4,1.0,0.4,0.28964749732588563,0.135134856764234,0.07232662770182126,6,0.7433333333333334,0,1,1
22,47774.0,314955.0,686.6921965525765,90,3,6,7,3367.0,124,207511.51678103776,5087.343974998283,6,7,1.0,1.0,0.3619673127311888,0.10648771245862357,0.01622560546146841,3,0.47500000000000003,0,1,0
58,72546.0,1478121.0,657.0090754766842,0,5,0,4,29798.0,69,1106518.9735430172,61657.00468815822,0,3,0.0,0.75,1.271054427010698,0.8499021956849201,0.026929497561698674,0,0.4950000000000001,0,0,0
40,18133.0,1330902.0,670.6979236764321,0,1,2,3,21561.0,151,419916.6006566653,59265.47245163743,0,2,0.0,0.6666666666666666,1.929799264033646,3.2683765759464753,0.05134591003614271,0,0.41666666666666663,0,0,1
55,44749.0,240228.0,432.95530328833837,30,3,3,8,6531.0,111,164672.0450148245,6418.332245530968,2,1,0.6666666666666666,0.125,0.3066587056225177,0.14342962402580992,0.03966064792243304,1,0.49583333333333335,0,1,0
64,114961.0,695106.0,684.0011885201279,45,1,3,10,10910.0,10,231394.60161132258,25260.380686080003,3,7,1.0,0.7,0.16773413129331002,0.21973000135767784,0.047148895972628224,1,0.17305555555555555,1,1,1
50,66726.0,1113628.0,681.2464635040651,45,3,1,3,10311.0,113,193597.79634505068,42809.87223419948,1,1,1.0,0.3333333333333333,0.24178205939844874,0.6415770799118706,0.05325990375232698,1,0.4541666666666667,1,0,0
53,75325.0,906621.0,752.6998158188676,90,0,3,6,26119.0,168,186772.91074398995,19432.422776693576,2,3,0.6666666666666666,0.5,0.20663005945789353,0.2579810524619127,0.13984362023356467,3,0.475,1,0,0
33,148771.0,324100.0,771.6342663795581,5,1,6,5,14268.0,155,59928.082550155705,10566.48025170277,5,3,0.8333333333333334,0.6,0.033568416419729935,0.07102513427820455,0.23808537488344733,0,0.30805555555555564,1,1,0
32,38053.0,572553.0,666.8604357025741,0,4,2,2,26181.0,7,206193.60763918416,23176.233940374364,1,0,0.5,0.0,0.4515491718550096,0.6090514267041853,0.12697289843152573,0,0.3238888888888889,0,0,0
41,82134.0,583799.0,737.1360357171769,90,5,1,4,20637.0,158,143252.58436472062,29439.639638320958,0,1,0.0,0.25,0.14534438069163463,0.35843426155210945,0.14406022824313078,3,0.7666666666666668,0,0,1
62,48154.0,468674.0,602.8901853688635,180,1,5,1,11042.0,176,100250.79077925824,14882.498435307942,3,0,0.6,0.0,0.17348989834568648,0.30906048169015954,0.110143769581961,6,0.7433333333333333,1,1,1
46,96221.0,1443017.0,733.7139639887273,5,1,3,6,12171.0,29,376180.668993084,62011.258566003635,3,6,1.0,1.0,0.32579571073629454,0.6444669933382904,0.03235413460393352,0,0.10750000000000001,1,1,1
38,71743.0,344233.0,639.9266940605796,30,2,4,1,24299.0,114,61496.78714001968,12071.297680713487,1,1,0.25,1.0,0.07143180884083893,0.16825749802368856,0.39512633309890705,1,0.4375,0,1,1
59,25489.0,1074584.0,597.0711772308962,60,1,4,5,14984.0,135,438068.9331774461,46511.65639483139,4,5,1.0,1.0,1.4322156393524201,1.8247736825623364,0.034204662474730925,2,0.35,1,1,0
62,29377.0,1372213.0,667.0087925257164,5,6,5,10,20434.0,7,1052641.0679115085,63889.4224384431,1,5,0.2,0.5,2.986012492515427,2.1748109894966503,0.01941212500908981,0,0.3952777777777778,0,1,1
65,156078.0,1202479.0,778.0330713038445,120,4,5,1,3685.0,148,679802.1879612034,43556.26497730815,2,1,0.4,1.0,0.3629607140666864,0.27906729313105083,0.005420694527406117,4,0.6566666666666666,1,0,1
35,27219.0,1209225.0,692.6703875711593,15,2,4,3,12797.0,70,240303.1956050841,21093.86456465071,0,2,0.0,0.6666666666666666,0.7357091112981253,0.7749683884290647,0.053253557314446524,0,0.43472222222222223,1,0,1
55,144798.0,280275.0,784.7541703374866,45,3,3,8,17307.0,53,120852.4667697932,14018.279675006484,3,7,1.0,0.875,0.06955233426900072,0.09681266091386956,0.14320766851178454,1,0.31777777777777777,0,1,0
49,166396.0,243228.0,627.5887100328937,30,3,3,10,10297.0,46,114895.07256635165,9495.560527400281,2,7,0.6666666666666666,0.7,0.05754098283930686,0.05706603841078079,0.08962090166271931,1,0.34055555555555556,1,0,1
42,93461.0,1185233.0,753.3495773183593,90,3,1,11,25434.0,91,331045.7434280179,46254.56352848758,0,10,0.0,0.9090909090909091,0.2951728024060106,0.49490764627478395,0.07682926152932196,3,0.634090909090909,1,0,1
40,68560.0,1132751.0,634.3487973934139,5,2,3,1,6309.0,143,486809.83326545963,40075.144389611836,0,0,0.0,0.0,0.5917077903362743,0.5845266101168588,0.012959886117500987,0,0.5263888888888889,1,0,0
26,143763.0,1125745.0,695.7730070042442,0,6,4,2,25483.0,147,453186.9702792419,24720.062758364653,2,2,0.5,1.0,0.2626933276058756,0.17195010370098462,0.05623065461104949,0,0.47500000000000003,0,1,0
